Java HotSpot(TM) 64-Bit Server VM (25.221-b11) for bsd-amd64 JRE (1.8.0_221-b11), built on Jul  4 2019 04:36:22 by "java_re" with gcc 4.2.1 (Based on Apple Inc. build 5658) (LLVM build 2336.11.00)
Memory: 4k page, physical 16777216k(69380k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=134217728 -XX:MaxHeapSize=134217728 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseParallelGC 
2020-10-24T09:50:15.835-0800: 0.109: [GC (Allocation Failure) [PSYoungGen: 33248K->5116K(38400K)] 33248K->16749K(125952K), 0.0103887 secs] [Times: user=0.01 sys=0.02, real=0.01 secs] 
2020-10-24T09:50:15.855-0800: 0.130: [GC (Allocation Failure) [PSYoungGen: 38232K->5119K(38400K)] 49864K->32026K(125952K), 0.0097209 secs] [Times: user=0.02 sys=0.03, real=0.01 secs] 
2020-10-24T09:50:15.872-0800: 0.147: [GC (Allocation Failure) [PSYoungGen: 38399K->5117K(38400K)] 65306K->47411K(125952K), 0.0154850 secs] [Times: user=0.03 sys=0.05, real=0.01 secs] 
2020-10-24T09:50:15.891-0800: 0.165: [GC (Allocation Failure) [PSYoungGen: 38339K->5113K(38400K)] 80633K->62311K(125952K), 0.0076838 secs] [Times: user=0.01 sys=0.02, real=0.00 secs] 
2020-10-24T09:50:15.903-0800: 0.177: [GC (Allocation Failure) [PSYoungGen: 38354K->5115K(38400K)] 95552K->78087K(125952K), 0.0090157 secs] [Times: user=0.02 sys=0.03, real=0.01 secs] 
2020-10-24T09:50:15.912-0800: 0.187: [Full GC (Ergonomics) [PSYoungGen: 5115K->0K(38400K)] [ParOldGen: 72972K->72842K(87552K)] 78087K->72842K(125952K), [Metaspace: 2729K->2729K(1056768K)], 0.0095393 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
2020-10-24T09:50:15.925-0800: 0.200: [Full GC (Ergonomics) [PSYoungGen: 32997K->0K(38400K)] [ParOldGen: 72842K->85048K(87552K)] 105840K->85048K(125952K), [Metaspace: 2729K->2729K(1056768K)], 0.0122760 secs] [Times: user=0.04 sys=0.01, real=0.01 secs] 
2020-10-24T09:50:15.940-0800: 0.215: [Full GC (Ergonomics) [PSYoungGen: 33174K->8185K(38400K)] [ParOldGen: 85048K->87533K(87552K)] 118223K->95719K(125952K), [Metaspace: 2729K->2729K(1056768K)], 0.0097396 secs] [Times: user=0.06 sys=0.01, real=0.01 secs] 
2020-10-24T09:50:15.952-0800: 0.227: [Full GC (Ergonomics) [PSYoungGen: 33247K->20587K(38400K)] [ParOldGen: 87533K->87363K(87552K)] 120780K->107951K(125952K), [Metaspace: 2729K->2729K(1056768K)], 0.0063069 secs] [Times: user=0.04 sys=0.00, real=0.00 secs] 
2020-10-24T09:50:15.960-0800: 0.234: [Full GC (Ergonomics) [PSYoungGen: 33180K->25282K(38400K)] [ParOldGen: 87363K->87481K(87552K)] 120544K->112763K(125952K), [Metaspace: 2729K->2729K(1056768K)], 0.0100503 secs] [Times: user=0.06 sys=0.00, real=0.01 secs] 
2020-10-24T09:50:15.970-0800: 0.245: [Full GC (Ergonomics) [PSYoungGen: 33259K->28314K(38400K)] [ParOldGen: 87481K->87054K(87552K)] 120741K->115368K(125952K), [Metaspace: 2729K->2729K(1056768K)], 0.0098186 secs] [Times: user=0.07 sys=0.00, real=0.01 secs] 
2020-10-24T09:50:15.981-0800: 0.256: [Full GC (Ergonomics) [PSYoungGen: 33049K->31119K(38400K)] [ParOldGen: 87054K->87428K(87552K)] 120103K->118547K(125952K), [Metaspace: 2729K->2729K(1056768K)], 0.0083076 secs] [Times: user=0.05 sys=0.00, real=0.00 secs] 
2020-10-24T09:50:15.990-0800: 0.264: [Full GC (Ergonomics) [PSYoungGen: 33254K->31261K(38400K)] [ParOldGen: 87428K->87428K(87552K)] 120682K->118690K(125952K), [Metaspace: 2729K->2729K(1056768K)], 0.0017962 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-24T09:50:15.992-0800: 0.266: [Full GC (Ergonomics) [PSYoungGen: 33019K->31674K(38400K)] [ParOldGen: 87428K->87551K(87552K)] 120447K->119226K(125952K), [Metaspace: 2729K->2729K(1056768K)], 0.0076535 secs] [Times: user=0.05 sys=0.00, real=0.00 secs] 
2020-10-24T09:50:16.000-0800: 0.274: [Full GC (Ergonomics) [PSYoungGen: 32686K->31846K(38400K)] [ParOldGen: 87551K->87492K(87552K)] 120238K->119338K(125952K), [Metaspace: 2729K->2729K(1056768K)], 0.0042838 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
2020-10-24T09:50:16.004-0800: 0.279: [Full GC (Ergonomics) [PSYoungGen: 33095K->32155K(38400K)] [ParOldGen: 87492K->87484K(87552K)] 120587K->119640K(125952K), [Metaspace: 2729K->2729K(1056768K)], 0.0025205 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-24T09:50:16.007-0800: 0.282: [Full GC (Ergonomics) [PSYoungGen: 32773K->32454K(38400K)] [ParOldGen: 87484K->87484K(87552K)] 120257K->119939K(125952K), [Metaspace: 2729K->2729K(1056768K)], 0.0017615 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-24T09:50:16.009-0800: 0.284: [Full GC (Ergonomics) [PSYoungGen: 33112K->33098K(38400K)] [ParOldGen: 87484K->87484K(87552K)] 120596K->120582K(125952K), [Metaspace: 2729K->2729K(1056768K)], 0.0015962 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-10-24T09:50:16.010-0800: 0.285: [Full GC (Allocation Failure) [PSYoungGen: 33098K->33098K(38400K)] [ParOldGen: 87484K->87465K(87552K)] 120582K->120563K(125952K), [Metaspace: 2729K->2729K(1056768K)], 0.0064466 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
Heap
 PSYoungGen      total 38400K, used 33280K [0x00000007bd580000, 0x00000007c0000000, 0x00000007c0000000)
  eden space 33280K, 100% used [0x00000007bd580000,0x00000007bf600000,0x00000007bf600000)
  from space 5120K, 0% used [0x00000007bf600000,0x00000007bf600000,0x00000007bfb00000)
  to   space 5120K, 0% used [0x00000007bfb00000,0x00000007bfb00000,0x00000007c0000000)
 ParOldGen       total 87552K, used 87465K [0x00000007b8000000, 0x00000007bd580000, 0x00000007bd580000)
  object space 87552K, 99% used [0x00000007b8000000,0x00000007bd56a570,0x00000007bd580000)
 Metaspace       used 2760K, capacity 4486K, committed 4864K, reserved 1056768K
  class space    used 299K, capacity 386K, committed 512K, reserved 1048576K
